Entity,Code,Year,Productivity: output per hour worked
Sri Lanka,LKA,2010,12.932431
Sri Lanka,LKA,2011,13.874193
Sri Lanka,LKA,2012,15.157523
Sri Lanka,LKA,2013,16.48785
Sri Lanka,LKA,2014,16.443434
Sri Lanka,LKA,2015,16.714605
Sri Lanka,LKA,2016,17.275408
Sri Lanka,LKA,2017,17.048513
Sri Lanka,LKA,2018,17.891243
Sri Lanka,LKA,2019,18.01952
Sweden,SWE,1990,36.176434
Sweden,SWE,1991,36.896164
Sweden,SWE,1992,37.865353
Sweden,SWE,1993,37.79536
Sweden,SWE,1994,39.588776
Sweden,SWE,1995,41.539886
Sweden,SWE,1996,42.876877
Sweden,SWE,1997,44.848827
Sweden,SWE,1998,45.998344
Sweden,SWE,1999,47.301346
Sweden,SWE,2000,49.93068
Sweden,SWE,2001,48.27664
Sweden,SWE,2002,49.211044
Sweden,SWE,2003,51.32245
Sweden,SWE,2004,53.313663
Sweden,SWE,2005,55.468353
Sweden,SWE,2006,56.860283
Sweden,SWE,2007,58.842804
Sweden,SWE,2008,59.523712
Sweden,SWE,2009,57.281887
Sweden,SWE,2010,58.980328
Sweden,SWE,2011,61.892174
Sweden,SWE,2012,62.106907
Sweden,SWE,2013,61.808903
Sweden,SWE,2014,61.54204
Sweden,SWE,2015,63.007225
Sweden,SWE,2016,62.609314
Sweden,SWE,2017,64.33747
Sweden,SWE,2018,63.764103
Sweden,SWE,2019,65.53587
Switzerland,CHE,1990,42.746082
Switzerland,CHE,1991,41.561443
Switzerland,CHE,1992,42.012085
Switzerland,CHE,1993,42.976044
Switzerland,CHE,1994,43.79015
Switzerland,CHE,1995,45.12358
Switzerland,CHE,1996,46.428757
Switzerland,CHE,1997,48.614483
Switzerland,CHE,1998,49.182507
Switzerland,CHE,1999,49.913273
Switzerland,CHE,2000,50.3207
Switzerland,CHE,2001,50.60761
Switzerland,CHE,2002,51.1782
Switzerland,CHE,2003,51.978863
Switzerland,CHE,2004,52.806225
Switzerland,CHE,2005,57.021378
Switzerland,CHE,2006,59.944504
Switzerland,CHE,2007,64.84992
Switzerland,CHE,2008,68.55738
Switzerland,CHE,2009,67.56619
Switzerland,CHE,2010,70.88482
Switzerland,CHE,2011,76.303345
Switzerland,CHE,2012,78.00944
Switzerland,CHE,2013,77.79825
Switzerland,CHE,2014,78.753746
Switzerland,CHE,2015,77.436226
Switzerland,CHE,2016,77.82247
Switzerland,CHE,2017,80.58823
Switzerland,CHE,2018,81.968315
Switzerland,CHE,2019,82.918655
Taiwan,TWN,1990,23.624458
Taiwan,TWN,1991,25.034227
Taiwan,TWN,1992,26.252848
Taiwan,TWN,1993,27.145975
Taiwan,TWN,1994,28.447737
Taiwan,TWN,1995,29.068552
Taiwan,TWN,1996,31.709291
Taiwan,TWN,1997,34.076534
Taiwan,TWN,1998,34.718487
Taiwan,TWN,1999,36.13546
Taiwan,TWN,2000,37.698467
Taiwan,TWN,2001,38.410152
Taiwan,TWN,2002,39.60988
Taiwan,TWN,2003,39.98505
Taiwan,TWN,2004,40.77388
Taiwan,TWN,2005,43.20862
Taiwan,TWN,2006,42.848755
Taiwan,TWN,2007,43.57065
Taiwan,TWN,2008,42.69296
Taiwan,TWN,2009,41.856335
Taiwan,TWN,2010,44.5601
Taiwan,TWN,2011,45.668552
Taiwan,TWN,2012,45.23482
Taiwan,TWN,2013,44.61669
Taiwan,TWN,2015,43.036137
Taiwan,TWN,2016,43.07984
Taiwan,TWN,2017,44.999302
Taiwan,TWN,2018,45.001755
Taiwan,TWN,2019,46.014313
Thailand,THA,1990,4.526281
Thailand,THA,1991,4.676503
Thailand,THA,1992,4.9308076
Thailand,THA,1993,5.5268965
Thailand,THA,1994,5.9042473
Thailand,THA,1995,6.5853
Thailand,THA,1996,7.4958553
Thailand,THA,1997,6.877873
Thailand,THA,1998,5.889067
Thailand,THA,1999,6.183715
Thailand,THA,2000,6.1977625
Thailand,THA,2001,6.5658803
Thailand,THA,2002,6.9211497
Thailand,THA,2003,7.300802
Thailand,THA,2004,7.6645355
Thailand,THA,2005,8.444663
Thailand,THA,2006,8.8521385
Thailand,THA,2007,9.2954645
Thailand,THA,2008,9.652878
Thailand,THA,2009,9.282351
Thailand,THA,2010,10.453212
Thailand,THA,2011,11.046585
Thailand,THA,2012,12.355092
Thailand,THA,2013,12.694019
Thailand,THA,2014,12.534133
Thailand,THA,2015,12.897164
Thailand,THA,2016,13.135729
Thailand,THA,2017,14.745839
Thailand,THA,2018,14.859359
Thailand,THA,2019,15.167234
Trinidad and Tobago,TTO,1991,22.889187
Trinidad and Tobago,TTO,1992,21.78846
Trinidad and Tobago,TTO,1993,20.282984
Trinidad and Tobago,TTO,1994,19.54792
Trinidad and Tobago,TTO,1995,18.79509
Trinidad and Tobago,TTO,1996,17.768461
Trinidad and Tobago,TTO,1997,17.40852
Trinidad and Tobago,TTO,1998,16.4345
Trinidad and Tobago,TTO,1999,18.962158
Trinidad and Tobago,TTO,2000,22.101263
Trinidad and Tobago,TTO,2001,20.48534
Trinidad and Tobago,TTO,2002,21.240498
Turkey,TUR,1990,18.645437
Turkey,TUR,1991,17.0931
Turkey,TUR,1992,17.62716
Turkey,TUR,1993,20.266287
Turkey,TUR,1994,17.478455
Turkey,TUR,1995,19.02518
Turkey,TUR,1996,20.25807
Turkey,TUR,1997,21.55358
Turkey,TUR,1998,20.888668
Turkey,TUR,1999,19.306677
Turkey,TUR,2000,21.29033
Turkey,TUR,2001,20.841036
Turkey,TUR,2002,20.80566
Turkey,TUR,2003,20.569073
Turkey,TUR,2004,23.346582
Turkey,TUR,2005,25.003391
Turkey,TUR,2006,27.891794
Turkey,TUR,2007,30.429176
Turkey,TUR,2008,31.903471
Turkey,TUR,2009,31.13515
Turkey,TUR,2010,33.744137
Turkey,TUR,2011,35.660713
Turkey,TUR,2012,36.57103
Turkey,TUR,2013,38.42478
Turkey,TUR,2014,39.79341
Turkey,TUR,2015,41.47944
Turkey,TUR,2016,40.536507
Turkey,TUR,2017,41.799202
Turkey,TUR,2018,43.00543
Turkey,TUR,2019,43.692204
United Kingdom,GBR,1990,31.00492
United Kingdom,GBR,1991,31.34582
United Kingdom,GBR,1992,32.18279
United Kingdom,GBR,1993,33.45371
United Kingdom,GBR,1994,33.91728
United Kingdom,GBR,1995,36.779327
United Kingdom,GBR,1996,38.637474
United Kingdom,GBR,1997,40.242714
United Kingdom,GBR,1998,41.010826
United Kingdom,GBR,1999,42.357723
United Kingdom,GBR,2000,44.76795
United Kingdom,GBR,2001,45.33829
United Kingdom,GBR,2002,45.502758
United Kingdom,GBR,2003,46.255444
United Kingdom,GBR,2004,46.993843
United Kingdom,GBR,2005,49.651768
United Kingdom,GBR,2006,50.061077
United Kingdom,GBR,2007,49.39457
United Kingdom,GBR,2008,50.692265
United Kingdom,GBR,2009,48.38714
United Kingdom,GBR,2010,51.329544
United Kingdom,GBR,2011,51.850594
United Kingdom,GBR,2012,52.153336
United Kingdom,GBR,2013,53.171543
United Kingdom,GBR,2014,52.07599
United Kingdom,GBR,2015,53.37609
United Kingdom,GBR,2016,53.079872
United Kingdom,GBR,2017,54.676918
United Kingdom,GBR,2018,54.799587
United Kingdom,GBR,2019,54.34881
United States,USA,1990,45.16287
United States,USA,1991,45.744625
United States,USA,1992,47.651917
United States,USA,1993,48.10981
United States,USA,1994,48.650463
United States,USA,1995,49.04458
United States,USA,1996,50.09086
United States,USA,1997,51.070477
United States,USA,1998,52.246185
United States,USA,1999,53.717453
United States,USA,2000,55.11331
United States,USA,2001,56.182423
United States,USA,2002,57.68048
United States,USA,2003,59.586433
United States,USA,2004,61.241177
United States,USA,2005,62.52242
United States,USA,2006,63.186916
United States,USA,2007,63.884613
United States,USA,2008,64.56712
United States,USA,2009,66.34159
United States,USA,2010,68.20562
United States,USA,2011,68.31264
United States,USA,2012,68.82278
United States,USA,2013,69.43636
United States,USA,2014,70.00538
United States,USA,2015,70.63671
United States,USA,2016,70.92089
United States,USA,2017,71.63857
United States,USA,2018,72.48703
United States,USA,2019,73.7004
Uruguay,URY,1990,13.299828
Uruguay,URY,1991,13.903573
Uruguay,URY,1992,15.332535
Uruguay,URY,1993,16.012783
Uruguay,URY,1994,16.9259
Uruguay,URY,1995,16.467913
Uruguay,URY,1996,17.332657
Uruguay,URY,1997,17.354332
Uruguay,URY,1998,17.478636
Uruguay,URY,1999,16.867584
Uruguay,URY,2000,16.522802
Uruguay,URY,2001,16.101044
Uruguay,URY,2002,15.725895
Uruguay,URY,2003,15.925493
Uruguay,URY,2004,15.562443
Uruguay,URY,2005,16.295483
Uruguay,URY,2006,16.68038
Uruguay,URY,2007,17.82848
Uruguay,URY,2008,19.192266
Uruguay,URY,2009,20.335516
Uruguay,URY,2010,23.218733
Uruguay,URY,2011,24.969807
Uruguay,URY,2012,25.788666
Uruguay,URY,2013,26.35496
Uruguay,URY,2014,27.157722
Uruguay,URY,2015,27.477356
Uruguay,URY,2016,27.915611
Uruguay,URY,2017,28.295845
Uruguay,URY,2018,28.267454
Uruguay,URY,2019,28.378277
Venezuela,VEN,1990,13.782229
Venezuela,VEN,1991,14.263082
Venezuela,VEN,1992,14.305857
Venezuela,VEN,1993,13.359987
Venezuela,VEN,1994,12.315057
Venezuela,VEN,1995,12.324745
Venezuela,VEN,1996,11.986189
Venezuela,VEN,1997,11.541097
Venezuela,VEN,1998,10.0934515
Venezuela,VEN,1999,10.557389
Venezuela,VEN,2000,12.499258
Venezuela,VEN,2001,11.6547985
Venezuela,VEN,2002,10.873657
Venezuela,VEN,2003,10.620219
Venezuela,VEN,2004,12.628008
Venezuela,VEN,2005,15.701362
Venezuela,VEN,2006,17.796515
Vietnam,VNM,1990,1.248242
Vietnam,VNM,1991,1.3763326
Vietnam,VNM,1992,1.4473767
Vietnam,VNM,1993,1.6003783
Vietnam,VNM,1994,1.6578928
Vietnam,VNM,1995,1.7611171
Vietnam,VNM,1996,1.9628545
Vietnam,VNM,1997,2.0946474
Vietnam,VNM,1998,2.0764184
Vietnam,VNM,1999,2.0388327
Vietnam,VNM,2000,2.1008787
Vietnam,VNM,2001,2.3221524
Vietnam,VNM,2002,2.4716961
Vietnam,VNM,2003,2.5970147
Vietnam,VNM,2004,2.7989905
Vietnam,VNM,2005,3.0270452
Vietnam,VNM,2006,3.0816696
Vietnam,VNM,2007,3.380881
Vietnam,VNM,2008,3.399545
Vietnam,VNM,2009,3.2103312
Vietnam,VNM,2010,3.712698
Vietnam,VNM,2011,3.8844273
Vietnam,VNM,2012,4.0761576
Vietnam,VNM,2013,4.3015313
Vietnam,VNM,2014,4.804195
Vietnam,VNM,2015,4.946606
Vietnam,VNM,2016,5.1569247
Vietnam,VNM,2017,5.652919
Vietnam,VNM,2018,5.982665
Vietnam,VNM,2019,6.739149
